std,rho,name
0.02649406,1.0,REF
0.035008337,0.3591953250868918,u₁₀ = 13.8
0.035616133,0.3689249593818759,u₁₀ = 31.0
0.036013015,0.39987869377712576,u₁₀ = 38.0
0.037313033,0.42763069457818775,u₁₀ = 45.4
0.036577854,0.4417698333275718,u₁₀ = 47.2
